ticket,time,g_log,omr,dpoc,lrr,wct,hskd,ht,wod
MSN,2013-03-31,,0.10248546328522692,0.06640037866104047,0.07279881472648517,-2.5865730525885122,0.04357894826505159,0.38226179274494226,0.55681212105416
NKG,2013-03-31,,0.07897587621037302,0.022717687160966497,-0.45714163617414477,1.4225876281893268,0.38010574558729415,0.13223500125707302,0.6957032113232868
NLG,2013-03-31,,-1.1289185635656789,0.06431031649434428,0.6112534722297859,0.013293288494531541,0.007106699113999083,0.4018067579308866,0.3563009834446416
NT2,2013-03-31,,0.04082164527489701,0.15592129956304865,48.679784945339016,19.256331386054,0.13135346078020224,0.20919684196541968,0.8748189729509749
NTP,2013-03-31,,0.16470914546354398,0.036746503383860485,0.49777568234682634,1.0200343896253303,0.3410578177777484,0.7240278770586384,0.6330461653679077
PAN,2013-03-31,,0.14170496657342346,0.019004912035595924,0.897652095831973,-21.99994052742823,0.12606459402162548,0.8165109544311526,0.0
PDN,2013-03-31,,0.20016369605492532,0.0,0.0,2.022640354981498,0.12070093864403192,0.7367590220850805,0.6602960967188243
PDR,2013-03-31,,0.06744495902284776,0.04038129779353636,0.7799086008122466,0.0020429080597624606,0.0017060148957615214,0.26834157655397317,0.7148502604975542
PET,2013-03-31,,0.032813631112171365,0.0030490171002210695,3.7824744360683056,2.436688254698422,0.6492192858645888,0.2881887652023146,0.45196424545568753
PGS,2013-03-31,,0.06187323526657953,0.05098963555229999,8.457575145903606,-7.076863233375335,0.5264207066897634,0.30160855714564316,0.3408225579566826
PHR,2013-03-31,,0.1939303658215839,0.0,-0.0,2.4833397565227906,0.11859234205348149,0.702539122290708,0.33214333829652914
PNJ,2013-03-31,,0.06049778129698268,0.0022509133898523793,0.3815622696850692,2.476241351666982,0.6632992350182628,0.4874518856246114,0.8876452601620968
PPC,2013-03-31,,0.4250590234461496,0.12374148936007544,2.1966700132882697,1.2230541147410887,0.2058273344739246,0.4249414361511388,0.8922381133362137
PTB,2013-03-31,,0.06803322190428016,0.027770853958335853,0.7552688450353144,1.878646369978374,0.8506573021787021,0.33395379472294623,0.7035733422492013
PVD,2013-03-31,,0.18123339158445298,0.1010670757109891,18.59510496578779,5.597995409520865,0.16805686462686403,0.38756351665771377,0.5606631516891363
PVS,2013-03-31,,0.09268457346102799,0.05614101756032471,3.3452768956997536,-1.9378742065590766,0.22072967740790575,0.3314806797697479,0.3011009159261904
PVT,2013-03-31,,0.07303397453139353,0.07434512152730006,4.354837236344875,1.3635918734864434,0.15790862508879433,0.3283744417582692,0.7351756373623796
QCG,2013-03-31,,0.04070918366190132,0.042111878995820126,0.3134574372655569,0.0351366423195439,0.018165106927625834,0.3433680919362083,0.4061669681038046
REE,2013-03-31,,0.7702112319149378,0.11972013476242928,246.39055979873243,-0.9841699958595572,0.08286413661622857,0.5774199538745779,0.2764978910785487
SAM,2013-03-31,,0.182418180244294,0.0,0.0,0.28219971552825973,0.07899789284921385,0.8484459555741212,0.5803521827494884
SBT,2013-03-31,,0.148859847131189,0.044689183908229776,0.8390033786261553,0.37684095115381827,0.1658815881041683,0.5493891818476547,0.8645742012026572
SCR,2013-03-31,,0.11159931562849221,0.0,0.0,0.08680865531181575,0.034804305763357746,0.3463080551862749,0.6412371520613546
SHP,2013-03-31,,0.28309198607562597,0.0,0.0,-3.0286177557558505,0.00933717466100306,0.4015138692892892,0.8207756241876567
SJS,2013-03-31,,0.3304489426591766,0.0,0.0,0.016355384677259905,0.008517083788605547,0.2740680171662613,0.5484377122997783
STG,2013-03-31,,0.05703937576802443,0.009288567101216314,-14.824809761589284,4.403365605085067,0.8383540439928655,0.7521944979075165,0.0
TCM,2013-03-31,,0.06321379674998882,0.026663043669994117,2.84411121264639,0.8261756662650841,0.2754018512803522,0.3237168544282242,0.7970201237664427
TLG,2013-03-31,,0.15437950819458132,0.038582438343757935,2.810688312179429,0.7497741123002819,0.30614858993975985,0.599265583687,0.6681338074763847
TMP,2013-03-31,,0.31168806654408404,0.5957748327533205,62.45467350888271,2.7518563921182726,0.058587110428693766,0.626672881470711,0.7737351766238685
TMS,2013-03-31,,0.27231142801283564,0.0,0.0,3.7902381996439782,0.1552357134123514,0.7530785061502491,0.6197205996111929
TRA,2013-03-31,,0.13089864369980808,0.014014841439049228,0.7720448085859709,0.9486833611538257,0.43006277173546253,0.4654503716428805,0.4163113082305717
TVN,2013-03-31,,0.03372697901372224,0.0212242097835346,1.5043463922850226,1.7451469413818628,0.29086987091141997,0.2628995324530321,0.6880803611443589
VC3,2013-03-31,,-0.013666916419812375,0.04843428040097507,-5.165793461971831,0.07076795547181633,0.02783033472550012,0.15238778806455516,0.34151758770720175
VCF,2013-03-31,,0.0892964727533458,0.0,0.0,1.7923191576493174,0.37126835718877343,0.8637611127049603,0.0
VCG,2013-03-31,,0.09660481151608391,0.06355996609748062,6.344633348357713,0.5616932370726849,0.09650480571962232,0.18625440575250646,0.46180613212668126
VCS,2013-03-31,,0.14872610976892836,0.0,0.0,0.3053452302419425,0.10086042706014879,0.3945128123864157,0.9281352173537373
VHC,2013-03-31,,0.07400782146553217,0.025444916885990005,0.7462348044883834,0.8207116681401767,0.3301326240571306,0.41426224302562364,0.7653644660134445
VIC,2013-03-31,,0.4969032108180835,0.3249790930586904,0.438551275731553,0.8283980833640585,0.029367583302858748,0.18429743992089825,0.48436683654577034
VNM,2013-03-31,,0.2738384335849547,0.030940139496933482,0.4370726276728445,2.5566626532236976,0.3313085354182034,0.819443790440784,0.0
VSC,2013-03-31,,0.329522830321237,0.0,0.0,-2.421220835149413,0.16245858934655547,0.7337326051104623,0.13467851414583218
VSH,2013-03-31,,0.5230590808896309,0.5394512855679567,0.20259126041995312,0.11369166172412969,0.021849142216535285,0.7441044862200231,0.9026121772753495
AAA,2013-06-30,0.12169314553239587,0.0754937876224058,0.04422665493268171,0.1210945226022867,0.9243502148558751,0.2924427954965204,0.5435098061884551,0.7651859346304531
ANV,2013-06-30,0.35313205617768934,0.03159161721560291,0.0,,0.5496910952641867,0.2622967981920981,0.5069771935129118,0.7441777741634078
ASM,2013-06-30,-0.015456969308894114,0.06666957158677546,0.0,,0.3647914227901952,0.16748908675018984,0.41607513556501596,0.7334656146000333
BMP,2013-06-30,0.2990765251052138,0.2560046333072384,0.040009427058459765,5.912413431319537,1.268951875719913,0.367566676143532,0.8415848563876959,0.017931000748339143
CHP,2013-06-30,0.13193714037367835,0.6370178122133793,0.0,-0.0,-0.5818308034290098,0.024829726039173404,0.3634637506503795,0.8957044356679782
CII,2013-06-30,-0.6780630479965486,-0.46835880448079786,0.0,0.0,-0.29164635608518824,0.01388591663955793,0.20712521781166388,0.7501622005129689
CMG,2013-06-30,0.10819203570305858,0.02339581419428075,0.0,0.0,0.9429740131470483,0.3366822440752452,0.3388786658905961,0.6400380597531593
CTD,2013-06-30,0.2890104175182564,0.09213199193058218,0.008349410052190158,4.496722787893113,3.4677025785258366,0.30992793125008844,0.5058055191284607,0.0
DBC,2013-06-30,-0.02015760547373101,0.05471882055055039,0.023065879991819322,0.41147594946003263,0.7377590628183597,0.3275262718142812,0.4539830851490269,0.6834567916602577
DCL,2013-06-30,0.15724272592795593,0.13585404953148905,0.0,0.0,0.49019583362512553,0.27031100172359923,0.41270137120747824,0.826990107413728
DHC,2013-06-30,0.057527412064994156,0.06785386149711876,0.0,-0.0,0.7536283079029241,0.2399959360885991,0.4788075284397145,0.7902763235497671
DHG,2013-06-30,0.004100554199173594,0.20299862198018256,0.02296110783867998,1.6574297053680442,1.8146268290117704,0.30718245199361877,0.667582842465061,0.028352381994611965
DHT,2013-06-30,0.0559044666081396,0.040218022531079374,0.0,0.0,1.2285202134443858,0.5737725260589911,0.40911657976813176,0.5701973374102037
DIG,2013-06-30,-0.11577821664707057,0.1625516082245558,0.0,0.0,0.07254686165467641,0.03173890684115441,0.46312246264848295,0.4293264827838511
DNP,2013-06-30,0.38854650482616604,0.081258150943576,0.040712273869620924,0.8957173722517724,0.6016528084924502,0.3302257287826349,0.3049814443801854,0.7805749311837795
DPM,2013-06-30,0.1279361391555491,0.3076249478464166,0.024735022104978775,0.6096524892926063,8.299587009791711,0.2966448484789292,0.8510704686644244,0.04032637481424195
DPR,2013-06-30,-0.1785259317254895,0.4817282811173691,0.0,0.0,0.7512564725218671,0.07472037288997829,0.797847108779777,0.15982838395633467
DVP,2013-06-30,0.21200668188078375,0.4464389975635742,0.0,0.0,10.176656600061115,0.16405077335507603,0.7213985748603264,0.5906978086160439
DXG,2013-06-30,1.0209201593127366,0.21736801717055532,0.008563919204723339,2.388240862250737,1.1449795295667695,0.13613946403263288,0.5529608176012814,0.0006729327281125033
ELC,2013-06-30,-0.26788246558514067,0.07198626801085106,0.0,0.0,0.59403510304757,0.08512155117093262,0.6920412702401206,0.022070976837923896
FPT,2013-06-30,0.0801723521958665,0.07741461438224374,0.011241199202760168,0.855182248725871,2.3258264677505944,0.6093350938989265,0.4502762770071036,0.41293500176802717
GAS,2013-06-30,-0.08355820079422324,0.23769416326073342,0.07033165716855226,1.928124910456907,8.116353802108721,0.327183513087365,0.6577638438966785,0.4954591417171662
GEX,2013-06-30,0.2364535964779849,0.08968902250459361,0.0,0.0,1.570848640714727,0.43048732604646683,0.43842254301406636,0.3889357408296421
GMD,2013-06-30,-0.21706608569049837,0.043853689036447284,0.1258174861332658,0.1726943876196717,1.15067317873185,0.08129822151092674,0.5925833390800693,0.5040454550732058
HAG,2013-06-30,0.41664332959479855,0.5148454117333607,0.23165127447331127,0.08539886843494454,0.1234605326999524,0.03683343469120994,0.38414139562358723,0.7184362107561679
HDC,2013-06-30,0.3396064303973431,0.07786987057390311,0.0,-0.0,0.07411998658582022,0.04668789058966808,0.4386365429943767,0.5687707056760691
HDG,2013-06-30,0.0011237207835771107,0.2793856230595474,0.11666637860028747,0.13960526663893433,0.41297285107282466,0.07641520474357692,0.3441637470570852,0.21400343185383747
HGM,2013-06-30,0.13618766255755366,0.5837028935624123,0.0958231676662265,0.36042475161194143,2.1619504799546463,0.1529573910362517,0.905152393948511,0.0
HHS,2013-06-30,0.2545136524517276,0.16434633158418427,0.0011379439672663284,0.0889489381502007,-78.1334969654377,0.17094500071896365,0.5778611906147342,0.0
HPG,2013-06-30,0.08101993929040467,0.1521817185537113,0.040727632046057984,0.14934606014253032,0.9818002716765091,0.21031596034664102,0.42681925087992,0.5209786646381094
HSG,2013-06-30,0.230795699915972,0.08071623497846518,0.025370204908761455,1.8102211581760608,1.0848306426860272,0.49231941438046256,0.3354456877196868,0.8259988964278169
HT1,2013-06-30,0.3981233278208997,0.11430907185967545,0.09472958155096861,3.542210855899557,15.219724029881238,0.13631220503694993,0.1457777397297022,0.8631437427157697
HUT,2013-06-30,0.1341578606511398,0.021084011221289407,0.0,0.0,0.744874922620675,0.12804136782632117,0.18384465556448534,0.5285788664546525
IJC,2013-06-30,-0.24509791287493496,0.3596629481224369,0.20282105916097,0.37961348436895065,0.03531759753603668,0.014473493917038815,0.6279502438321642,0.3447022637800199
IMP,2013-06-30,0.15734305026596848,0.12389802425922564,0.051996636674942684,0.7749249094144276,0.6758535747307575,0.25850710135754645,0.8464482728504303,0.0
KBC,2013-06-30,1.0747374972395662,0.3276525876985419,0.07438722682411135,2.849966283045809,0.022007012982048803,0.013215654179114026,0.3268635289254966,0.4911946200682392
KDC,2013-06-30,0.12222173954015317,0.10391667499686132,0.0844841293727614,1.2202705102620557,1.6629933320089167,0.15243584017136497,0.7516458128230844,0.5295534115623224
KDH,2013-06-30,,1.6207221142622115,0.3902143106112641,-3.420359548905526,-0.02663920602613004,-0.0187957430010215,0.45098148592598825,0.5727157233203474
LGC,2013-06-30,0.15140374636028472,0.08524896427479535,0.0,,0.6943466930026934,0.0801713881583974,0.3816290403693827,0.7093879240552118
MSN,2013-06-30,0.47648659465266574,0.18067785503760833,0.04664117757873645,0.12377544829216082,-8.464444675386375,0.06865107349166752,0.3677020735422642,0.5515116779999621
NKG,2013-06-30,0.3047866932434671,0.04750098023765112,0.02009420462517212,0.16029578973920142,2.330706345946365,0.43686314437346396,0.11759297608022688,0.5294498473191065
NLG,2013-06-30,1.3645263258236386,-0.16759581657770733,0.029394364456826142,1.6454232721098747,0.05144433934707219,0.027025648678828545,0.3809671619720543,0.36818875027234893
NT2,2013-06-30,-0.19609385069098756,0.04942301686792803,0.16858878859588144,-92.90209926169487,5.673147051743599,0.11290929224889762,0.21872151389756464,0.8864636431565097
NTP,2013-06-30,0.2395779742435268,0.19172488666751547,0.027708381663919573,0.2935593335813191,1.2776200529634343,0.3838748351518488,0.636783788897571,0.5985131778724545
PAN,2013-06-30,0.49594417744345853,0.12440004815910996,0.05312034899916074,30.683475584859192,0.5600527420786301,0.13595639585344807,0.5591522620535712,0.3185811576130856
PDN,2013-06-30,0.32776603259575526,0.262348660738219,0.0,0.0,2.877266371125102,0.1620197839143721,0.7495400539930258,0.5841114142354885
PDR,2013-06-30,-0.006608937355707711,0.12630000299430694,0.0423177523175047,0.16398235677941211,0.002005845463760607,0.0016583137564454282,0.2626357949664629,0.6940576015757298
PET,2013-06-30,-0.010362134017317167,0.040057621500578906,0.0028862569731068063,3.2244160007955864,1.7327887037481287,0.5841932319340772,0.2695356242126779,0.5951623792334274
PGS,2013-06-30,0.051383408288837924,0.0631891760927848,0.059580830893929154,3.3508239130306605,-5.040913518213618,0.5573348337761855,0.30250873443613296,0.2854104626387217
PHR,2013-06-30,0.2826748280052185,0.24670092396573662,0.0,0.0,3.3372887114696614,0.1522988009730423,0.6671604760723822,0.38099383245753893
PNJ,2013-06-30,0.1425214091727079,0.025548915926475478,0.0025237110848154495,5.943080035488537,2.543873484424057,0.8566825248140457,0.5048794307183364,0.8782865060274226
PPC,2013-06-30,-0.09493682111309173,0.29861936653842935,0.111800685614977,0.8953550115238382,0.9022515888933462,0.1866330037944846,0.4250565474263522,0.8558476507152989
PTB,2013-06-30,-0.2531099391841903,0.06877005656710121,0.022503469441692167,0.4622185685404595,1.6307727940279462,0.6872791394710752,0.34864012758220464,0.7059072789899734
PVD,2013-06-30,0.05454843835877461,0.18372147583295953,0.09245611401241416,2.711353200642833,10.968042407082107,0.16995708136683088,0.39357994181565403,0.4968243249272556
PVS,2013-06-30,0.3578462873107936,0.06618591276882806,0.037749324660527474,5.560650508650509,-2.358208379479104,0.2873203708100429,0.2956101971465479,0.22701591286175302
PVT,2013-06-30,-0.10509488327383287,0.13499860482735074,0.08882129856044572,-0.2002584574891374,1.3220905330299404,0.13537822764681545,0.3210276674341036,0.7430389663860568
QCG,2013-06-30,0.10356356505160962,0.3397828638093611,0.03989781815756041,0.12996237912693667,0.04091726937591425,0.020137676838421218,0.34379148027187745,0.4086462414095655
REE,2013-06-30,0.24643731076525988,0.4077778014038604,0.03639255455139507,383.12936964644797,4.763443142600686,0.10876672363506522,0.6724596411397012,0.3551674071362251
SAM,2013-06-30,0.33795544434754654,0.1328934912152945,0.0,0.0,0.43363219270220715,0.10396652078982713,0.8065331794134847,0.3351173767322055
SBT,2013-06-30,-0.15477641474836745,0.15438139687223706,0.054166400254619745,-4.68841701193458,0.290872646755719,0.1433057538923716,0.5151495633699699,0.9168705352003985
SCR,2013-06-30,0.30462731677920335,0.16526115322604126,0.0,-0.0,0.127818702524832,0.05116495360282372,0.3454838573495186,0.6340427409476792
SHP,2013-06-30,0.8789199977638457,0.6508630776608174,0.0,0.0,-0.5374667987957603,0.021354531832593775,0.36870075306259603,0.7626222462935637
SJS,2013-06-30,0.8136169872617395,0.10399226375149312,0.0,,0.036151043295630916,0.01919686968330468,0.2753437131016793,0.5573004640739123
STG,2013-06-30,0.09214242351851074,0.024327858659173956,0.007856490703832469,0.9285867460409013,4.861152863057689,0.9551055325068514,0.7449399812738104,0.0
TCM,2013-06-30,0.18013031714088323,0.0807624517801319,0.022834977138504152,0.419967839675321,1.1390070025666723,0.32084970044486927,0.3103288690430608,0.7285385861014357
TLG,2013-06-30,0.19866446655350864,0.13419262551016375,0.03137784728925443,1.8106260433662313,0.848423804071178,0.3340571370079051,0.5424621121169444,0.5460367947427562
TMP,2013-06-30,0.5131292474748254,0.5395536921685873,0.5323720426653157,2.332872803710543,-2.4977769226402082,0.09585039262370657,0.5668873730567324,0.5924639813958567
TMS,2013-06-30,-0.3847471458421812,0.28392674275642255,0.0,0.0,3.9153158066182048,0.10480554025849503,0.7466853355115622,0.6734729413205052
TRA,2013-06-30,-0.0450202641693143,0.1714908652552196,0.016271854455452622,0.18432722335753818,0.9164494994535293,0.3932136052642564,0.48315508816644426,0.4576300003759923
TVN,2013-06-30,-0.03590046681816437,-0.033628161469593965,0.02104048792542266,0.5902185753650666,2.0027325176247466,0.2759865294145556,0.26359744551703984,0.6636489177359685
VC3,2013-06-30,1.38426235941633,0.0694247677213197,0.023490337892601763,-0.8959298591363845,0.2834587529235309,0.11570370346846126,0.15307867335559877,0.35467220498505214
VCF,2013-06-30,0.03326980825727931,0.04468117901577397,0.0,,1.218247174172747,0.40071382808535383,0.8652646891287447,0.0
VCG,2013-06-30,0.18757838899095,0.07103846762935244,0.05222633558922423,2.243129677699709,0.6302424110026377,0.11917976391558961,0.1911059857537856,0.4722205615804882
VCS,2013-06-30,0.09113918218031275,0.1600920297347295,0.0,0.0,0.353790186235012,0.10944448809962648,0.3962088699142495,0.8825116273111147
VHC,2013-06-30,0.2207300976211158,0.05459129220050024,0.0,,1.0765548703525012,0.4035907678880973,0.41217344155028185,0.759571859967936
VIC,2013-06-30,1.436956074384251,0.7507444399357115,-0.006529605483022023,-0.003187151353590414,5.599928373352939,0.12423115577637345,0.25005605767033,0.4344555848077864
VNM,2013-06-30,0.19139813790883345,0.27197472084212304,0.030230059278696996,0.7511012918922982,3.2255655727660066,0.39120649503916743,0.8066230275348609,0.0
VSC,2013-06-30,0.14858774832507096,0.35307632709551673,0.0,0.0,-3.277262918777255,0.19281216185731923,0.7585896723752452,0.06100572969632257
VSH,2013-06-30,0.33880822160277196,0.6420960416438064,0.5172780726612762,0.09926089003035941,0.18144860988627737,0.029643382061671632,0.7324950258382693,0.9142119885784331
AAA,2013-09-30,0.1095378890101117,0.06790774927824392,0.042851985332132345,0.2379632539004178,1.7432519305028327,0.3273278151443521,0.559120102142821,0.6533120781262112
ANV,2013-09-30,-0.022079964172945634,0.057365941526103095,0.0,,0.5243357620984735,0.25464408939503763,0.5120281516485111,0.7139323565237278
ASM,2013-09-30,-0.3470871894161497,0.06497348066010045,0.0,,0.24592707175990033,0.11614334557903436,0.4106364118926628,0.7434292291486436
BMP,2013-09-30,-0.12861791867730069,0.22008033404808444,0.039917967501077616,6.373384054830693,0.936719874877951,0.3281222723845535,0.9050761657019596,0.06998836124809349
CHP,2013-09-30,0.4105015846609993,0.597257376544044,0.0,0.0,-0.9803304436842925,0.0375384544190152,0.37339299767190864,0.8967795701570543
CII,2013-09-30,1.5512103775147097,0.25881981314928487,0.0,0.0,-1.4161448540393944,0.060609184110848494,0.19807406750974949,0.7384469236570645
CMG,2013-09-30,0.2593638684022063,0.037036144654601706,0.0,0.0,1.6631548855972784,0.46604751228664953,0.3664324818298135,0.5739745414779077
CTD,2013-09-30,0.14724601274847693,0.06669935893513612,0.0059229628130629255,-18.126773046476764,2.7381315340301136,0.3648739833784522,0.5293034336055428,0.0
DBC,2013-09-30,0.04603857072875171,0.07148323802330507,0.024306284714766313,0.34048547565393217,0.7100941762783003,0.3366188369437269,0.4612015852055699,0.7387703211577985
DCL,2013-09-30,-0.060607966619022735,0.11981958548005714,0.0,0.0,0.45756832164945194,0.25830627627087405,0.4325635946983753,0.8468359747064291
DGC,2013-09-30,,0.20189214995610294,0.02759424525052284,0.5048259694336484,1.531190912543789,0.3792499322147772,0.46194574476597994,0.280828741271503
DHC,2013-09-30,0.17341552535688687,0.12443168777986387,0.0,0.0,1.0105156314929358,0.29718020338327744,0.5240903849917462,0.7204315534672293
DHG,2013-09-30,0.21045726980177693,0.27736066415050903,0.021371484803882883,0.1287720417890127,1.8557303981542213,0.35411551926562973,0.6634092933335589,0.026423980665562365
DHT,2013-09-30,0.1255567817218859,0.05057197302163289,0.0,0.0,1.2569825268073287,0.6325870747130922,0.40309239644884676,0.500900728835177
DIG,2013-09-30,0.27558762285887456,0.021586059158492585,0.0,0.0,0.09515507569220932,0.04503433486234615,0.4991570263870069,0.43252883849300505
DNP,2013-09-30,0.20601458732013145,0.04662363967005299,0.0,,0.6958664692904031,0.413626030481773,0.3369969711376563,0.8205774604867225
DPM,2013-09-30,-0.518127313614496,0.2172304458893141,1.7240877516600312e-05,0.00022025891104201898,1.9976530551219587,0.17648783229526968,0.8815047718855593,0.016198847609461442
DPR,2013-09-30,0.4954941624617624,0.24727399193883604,0.0,0.0,1.488020708387484,0.11699364370228411,0.7768696516192076,0.18879179402727864
DVP,2013-09-30,-0.06823628893182351,0.41594679517366784,0.0,0.0,1.7293251146393678,0.14795976942635589,0.7533036041573389,0.8321494245417893
DXG,2013-09-30,-0.6231632278787578,0.5189231948452117,0.024159499974478475,6.626792759398496,0.3033940466994059,0.06802382940216543,0.5422199503804228,0.001175716992453319
ELC,2013-09-30,0.22574280162073745,0.0782292871349132,0.0,0.0,0.4148092078930596,0.11223780214645263,0.7007243937316676,0.29395860532251333
FPT,2013-09-30,0.24796057591126064,0.049196057917258174,0.00987983936357551,0.5192408405736976,3.057257783412916,0.7715794230854497,0.43949849197484964,0.41523503126046885
GAS,2013-09-30,0.0801840553743791,0.22094089893226865,0.058923452079765896,1.4141770300632868,6.170540733907075,0.36011122849998084,0.6891086188540738,0.5331825176962168
GEX,2013-09-30,-0.003143908129479454,0.11147273753282087,0.0,0.0,1.4529354496478806,0.38480033495782295,0.41664062548559133,0.34133195481935613
GMD,2013-09-30,0.07544454435207626,0.09212316619264715,0.10312070103243243,0.7764201062774613,1.1303019216806092,0.08725903723108283,0.5926555968693636,0.5218222221502505
HAG,2013-09-30,-0.2582962010416015,0.4382831404440605,0.10890549133142334,0.07493099962023772,0.09636279478123295,0.029142652088742067,0.4008877906733291,0.7519394797000059
HDC,2013-09-30,-0.3609914184509514,0.14579942447532362,0.0,0.0,0.051903163269741474,0.03273406269622433,0.44232168364679214,0.5550764381944636
