,theta_mom,theta_me,theta_btm,,,,,
338,0.01966220610061147,-0.037630869,-0.07629132,,,,,
339,0.01966220610061147,-0.037630869,-0.07629132,,,,,
340,0.03235301275719499,-0.034479084,-0.04941352,,,,,
341,0.05551250107877156,-0.013784343,-0.054844749,,,,,
342,0.03132334054995827,0.010580777673110286,-0.067899121,,,,,
343,0.030704399676816166,0.025597501218185416,-0.068945431,,,,,
344,0.08454676835586047,0.001963493716222786,-0.040803154,,,,,
345,0.08454676835586047,0.001963493716222786,-0.040803154,,,,,
346,0.08454676835586047,0.001963493716222786,-0.040803154,,,,,
347,0.08077192181002088,0.03335084646087086,-0.061627497,,,,,
348,0.02095353989095227,0.06496653937284992,-0.076049606,,,,,
349,0.02095353989095227,0.06496653937284992,-0.076049606,,,,,
350,0.02095353989095227,0.06496653937284992,-0.076049606,,,,,
351,0.004447739590160184,0.09920459837832579,-0.028457705,,,,,
352,0.004447739590160184,0.09920459837832579,-0.028457705,,,,,
353,-0.049825721,0.11794130239207692,-0.027528929,,,,,
354,-0.049825721,0.11794130239207692,-0.027528929,,,,,
355,-0.060516174,0.11987021337399004,-0.044547602,,,,,
356,-0.060516174,0.11987021337399004,-0.044547602,,,,,
357,-0.084878447,0.07309787593578906,0.03564425378472311,,,,,
358,-0.078887949,-0.003476568,0.052957020188277554,,,,,
359,-0.081862388,-0.009895642,0.049951669413078645,,,,,
360,-0.051859395,-0.048022304,0.024444231466033375,,,,,
361,-0.026126277,-0.064803146,0.04553125392517007,,,,,
362,0.014247412577908538,-0.016947474,0.04093505326668451,,,,,
363,0.014247412577908538,-0.016947474,0.04093505326668451,,,,,
364,0.014247412577908538,-0.016947474,0.04093505326668451,,,,,
365,0.014247412577908538,-0.016947474,0.04093505326668451,,,,,
366,-7.72E-05,-0.05069724,0.045717176517984695,,,,,
367,-0.047110982,-0.102077693,0.02614344873420088,,,,,
368,-0.033986054,-0.077487831,0.07640859982639367,,,,,
369,-0.033986054,-0.077487831,0.07640859982639367,,,,,
370,-0.041425382,-0.031894267,0.06629494424341634,,,,,
371,-0.055856314,-0.056645959,0.1005534965229645,,,,,
372,-0.049163511,-0.067668262,0.06773656122233433,,,,,
373,-0.049163511,-0.067668262,0.06773656122233433,,,,,
374,-0.049163511,-0.067668262,0.06773656122233433,,,,,
375,-0.099458102,-0.01575352,0.045760394985633474,,,,,
376,-0.099458102,-0.01575352,0.045760394985633474,,,,,
377,-0.081494498,0.07837932160698854,0.03687259517649531,,,,,
378,-0.072753066,0.07376253421041468,-0.008152044,,,,,
379,-0.072753066,0.07376253421041468,-0.008152044,,,,,
380,-0.063849266,0.06504923973661292,-0.013565664,,,,,
381,-0.043671316,0.07878283459637564,-0.000697767,,,,,
382,-0.030589987,0.06280362183189692,-0.021498232,,,,,
383,-0.038037969,0.02516416916155864,-0.062613639,,,,,
384,-0.044280773,0.03265554351649406,-0.048476656,,,,,
385,-0.0162784,0.03019502071525409,-0.05930656,,,,,
386,-0.049120227,0.06203612399187282,-0.00400303,,,,,
387,-0.049120227,0.06203612399187282,-0.00400303,,,,,
388,-0.049120227,0.06203612399187282,-0.00400303,,,,,
389,-0.018529332,0.02154976660194203,0.031138443631122198,,,,,
390,-0.043248817,0.07144837940113863,0.039139125381823445,,,,,
391,-0.063180325,0.04704360120803171,0.03971854603442504,,,,,
392,-0.063180325,0.04704360120803171,0.03971854603442504,,,,,
393,-0.044879169,0.0007191578451665043,0.0055330551096792815,,,,,
394,-0.068672164,0.049787804235321934,0.007089230198721572,,,,,
395,-0.038599175,0.04689402942882234,-0.008526405,,,,,
396,0.0012076401462153552,0.07269786123037292,-0.042567073,,,,,
397,-0.051407173,0.02683647541123678,-0.036097898,,,,,
398,-0.057449374,0.051535881790234876,-0.026690057,,,,,
399,-0.053697679,0.04564753386449062,-0.074175038,,,,,
400,-0.053697679,0.04564753386449062,-0.074175038,,,,,
401,-0.053697679,0.04564753386449062,-0.074175038,,,,,
402,-0.053697679,0.04564753386449062,-0.074175038,,,,,
403,-0.118158187,0.04951568359188127,-0.074207882,,,,,
